	cik	gvkey	sic_list
	902277 	28524 	['13']
	902270 	28414 	['326']
	902272 	28388 	['394']
	1024478 	9203 	['362', '366', '381']
	1002666 	61700 	['484', '489']
	1005817 	17240 	['602']
	1002663 	61560 	['382']
	850606 	17861 	['603']
	812910 	13397 	['641']
	871395 	23622 	['283']
	1009672 	62686 	['145']
	947577 	61746 	['516']
	1003648 	61960 	['835']
	54507 	6338 	['738', '491', '493']
	847831 	15383 	['441']
	772406 	16401 	['357']
	1045281 	65740 	['679']
	1045280 	115554 	['737']
	1003640 	61689 	['366']
	795266 	12689 	['616']
	1017907 	6791 	['679']
	15615 	2497 	['162', '173']
	949039 	61409 	['138']
	1047537 	62129 	['602']
	1016503 	63886 	['822']
	1016504 	61880 	['283']
	731012 	5539 	['734']
	936163 	31597 	['481']
	1049889 	119536 	['596']
	1088771 	123435 	['421']
	18396 	2538 	['736']
	822076 	13942 	['556']
	1026114 	64184 	['596']
	39368 	4926 	['289']
	80984 	8802 	['353', '395']
	14693 	2435 	['208', '326']
	948929 	109185 	['283']
	883977 	25099 	['731']
	883976 	25111 	['581']
	883979 	25132 	['737', '504']
	355787 	8745 	['481']
	823927 	14263 	['873']
	1000231 	61541 	['737']
	1000230 	62553 	['335']
	1000235 	61647 	['602']
	1000234 	61444 	['602']
	1087831 	123138 	['737']
	730272 	12181 	['283']
	1015859 	63896 	['679']
	858803 	21776 	['283']
	1015854 	64682 	['737']
	946924 	61393 	['603']
	921768 	16681 	['603']
	32870 	8881 	['308']
	735571 	11289 	['738']
	923877 	30945 	['483']
	830748 	14583 	['679']
	32878 	4352 	['369']
	1070042 	118873 	['822', '874']
	832922 	14832 	['591']
	1034379 	110679 	['590']
	103341 	11147 	['222']
	835324 	22717 	['602']
	880446 	24803 	['367']
	921582 	30312 	['386', '781']
	74697 	8163 	['382']
	230463 	8655 	['492']
	28866 	3949 	['138']
	74691 	7556 	['504']
	904080 	28564 	['131']
	815838 	14918 	['283']
	803112 	19742 	['602']
	1093691 	125604 	['362']
	1038052 	65653 	['131']
	1036030 	28490 	['603']
	731657 	9954 	['873']
	842009 	14990 	['781', '899']
	45599 	5476 	['278', '357']
	917491 	65421 	['382']
	799292 	12615 	['153', '616']
	1040470 	65286 	['382']
	42542 	5229 	['282', '372', '305']
	835582 	15265 	['541']
	929008 	120444 	['506']
	1004440 	1995 	['491', '492']
	748592 	21232 	['483', '737']
	1005313 	62487 	['603']
	1030708 	31285 	['366']
	799902 	17337 	['641']
	799903 	12580 	['283']
	816568 	28740 	['384']
	754516 	25844 	['366', '737']
	1180262 	14269 	['512']
	820081 	13839 	['283']
	891504 	31689 	['283']
	1128361 	66235 	['602']
	1045560 	65897 	['736']
	835910 	14565 	['362']
	786947 	11929 	['283']
	1086606 	122835 	['481']
	1086600 	122915 	['122']
	75252 	8213 	['504']
	874733 	24378 	['737']
	821130 	14369 	['481']
	874734 	24198 	['809']
	804121 	12913 	['737']
	851720 	25692 	['738']
	1520262 	24302 	['283']
	1006370 	62366 	['737']
	851726 	25776 	['100']
	772891 	4372 	['358', '308', '353', '381']
	790414 	12122 	['531']
	767673 	60875 	['283']
	772897 	5791 	['367']
	79879 	8247 	['281', '285', '321']
	770949 	9004 	['302']
	1086467 	122355 	['596']
	94601 	10092 	['871']
	770944 	13853 	['799']
	90045 	9323 	['353']
	102993 	11113 	['353', '382']
	320387 	63551 	['602']
	726990 	31778 	['602']
	910721 	29105 	['596']
	920758 	30254 	['326']
	945524 	63283 	['448']
	1042729 	65689 	['602']
	1060801 	119273 	['737']
	38777 	4885 	['628', '602']
	58361 	6639 	['271', '483']
	58492 	6649 	['251', '254', '336', '331', '349']
	1000278 	66073 	['283']
	1035374 	65128 	['581']
	886903 	25341 	['357']
	1318545 	61112 	['614']
	718937 	9969 	['385']
	319697 	12702 	['357']
	882365 	24971 	['384']
	758722 	62761 	['806']
	276380 	17114 	['633', '641']
	106473 	12805 	['495', '874']
	850414 	15822 	['824', '679']
	819334 	13828 	['737']
	352789 	6169 	['357']
	814463 	28834 	['509']
	725460 	6588 	['384']
	29924 	4062 	['271', '274']
	40858 	4961 	['481']
	883505 	25031 	['596']
	876167 	24352 	['737']
	882100 	24881 	['283']
	882104 	24878 	['283']
	940716 	60881 	['737']
	940711 	60936 	['603']
	721773 	16441 	['609', '357']
	1007209 	64833 	['737']
	109312 	11684 	['621']
	875359 	30789 	['367']
	1009626 	120774 	['357']
	819480 	24608 	['367']
	1019779 	63559 	['356']
	1016243 	63648 	['737']
	1019376 	64051 	['581']
	846930 	4103 	['491', '494']
	846931 	17076 	['603']
	1015441 	64182 	['283']
	916396 	29940 	['603']
	842635 	15110 	['286']
	703970 	61364 	['602']
	1051092 	25526 	['603']
	1047073 	65915 	['421']
	44800 	5422 	['737']
	1057877 	5870 	['491']
	896622 	28176 	['308']
	897861 	29112 	['602']
	61478 	1013 	['366', '737']
	32604 	4321 	['382', '369', '361', '362', '360']
	890662 	25804 	['473']
	318259 	10827 	['386']
	52969 	6214 	['317']
	84839 	9225 	['734']
	4164 	1331 	['335']
	60876 	6839 	['394']
	880858 	24809 	['346', '367']
	64803 	7241 	['591']
	925054 	30565 	['366']
	915859 	30291 	['809']
	1102238 	1545 	['581', '651']
	1141982 	3497 	['342']
	711083 	17047 	['602']
	878130 	30689 	['596', '737', '519']
	1061571 	111839 	['441']
	723924 	9305 	['561']
	1078404 	120633 	['357']
	93556 	10016 	['342', '344']
	104348 	11271 	['276', '275']
	201513 	3366 	['737']
	1074972 	20028 	['602']
	1195454 	124441 	['481', '679']
	854709 	63085 	['344']
	3499 	1257 	['679']
	854701 	31488 	['367']
	1046859 	65697 	['369']
	1011736 	21731 	['635', '630']
	2098 	1104 	['342']
	104169 	11259 	['533', '514']
	1116086 	112970 	['481']
	892158 	18746 	['603']
	704503 	4381 	['171', '492', '598']
	25212 	3556 	['273']
	704508 	7582 	['679', '738', '504']
	727346 	13913 	['799']
	810689 	16679 	['602']
	46989 	5589 	['289', '282', '222']
	200138 	16769 	['602']
	1035744 	65700 	['679']
	914435 	28851 	['736']
	48465 	5709 	['201']
	1172358 	4045 	['131']
	1052773 	110801 	['737']
	927362 	30781 	['355']
	355883 	16860 	['602']
	1091862 	3607 	['287', '282']
	865532 	30361 	['384', '873']
	78239 	8551 	['230', '314']
	930803 	31748 	['357']
	943892 	60797 	['737']
	943891 	61264 	['603']
	943897 	60898 	['341']
	943895 	60928 	['737']
	943894 	31854 	['357']
	70415 	7759 	['308', '829']
	102037 	11017 	['515', '514', '503']
	1012159 	63147 	['458', '372']
	70412 	7758 	['596']
	893577 	27792 	['679']
	748856 	28229 	['131']
	831979 	28315 	['602']
	1017921 	63883 	['267', '509']
	930203 	31289 	['603']
	21510 	3157 	['384', '382', '354']
	1059581 	112718 	['208', '17']
	810029 	24066 	['596', '509']
	746515 	4494 	['473']
	746514 	14639 	['651']
	1090403 	127439 	['641']
	889900 	29108 	['138', '131']
	876427 	24350 	['750']
	895417 	27875 	['679']
	892191 	61642 	['737']
	1049606 	66602 	['342']
	27425 	1372 	['349', '371']
	1427553 	64486 	['573', '596']
	910391 	28973 	['737']
	910394 	28944 	['331']
	1067797 	121842 	['737']
	1405495 	6100 	['679']
	814856 	14425 	['655']
	920321 	61338 	['267', '275']
	76321 	8357 	['138', '735']
	1010838 	63730 	['602']
	1025134 	118528 	['504']
	68270 	7566 	['581']
	1030048 	110536 	['731']
	811640 	13286 	['737']
	811641 	13235 	['283', '873']
	40461 	5032 	['357']
	789388 	12144 	['737']
	782126 	14640 	['394']
	1065246 	116770 	['367']
	1094360 	126599 	['737']
	779152 	11811 	['737']
	1011174 	2025 	['679']
	1068300 	116791 	['602']
	1464343 	119714 	['615']
	917707 	30100 	['484']
	1088383 	127399 	['481']
	946945 	62889 	['807']
	1046209 	66091 	['603']
	1046203 	31703 	['602']
	924515 	65016 	['873']
	921742 	112184 	['483']
	921746 	17128 	['603']
	1094093 	2783 	['491']
	1018833 	63758 	['737']
	825542 	20185 	['287']
	923899 	127381 	['737']
	907242 	28704 	['799']
	1063918 	114957 	['603']
	702165 	7923 	['401']
	700998 	13316 	['737']
	1027915 	64360 	['737']
	103872 	11213 	['736', '737', '274', '871']
	904535 	28697 	['573']
	896878 	27928 	['737']
	946360 	61093 	['357']
	47111 	5597 	['206']
	912738 	29533 	['603']
	27116 	3796 	['366']
	1015383 	65472 	['233']
	792360 	16948 	['602']
	795403 	12445 	['349']
	913665 	29397 	['489']
	729237 	8363 	['679']
	913666 	29784 	['308']
	912393 	29233 	['679']
	819671 	14130 	['651', '650']
	946343 	61147 	['614']
	798078 	13639 	['679', '781']
	1041858 	65448 	['484']
	1041859 	65430 	['564']
	741390 	30685 	['602']
	766704 	5543 	['679']
	817946 	13866 	['594']
	817945 	2322 	['738']
	766701 	13142 	['679']
	1040454 	65251 	['679']
	911177 	65702 	['495']
	55698 	6431 	['308']
	1040328 	65088 	['581']
	1034258 	65881 	['508']
	1014383 	118307 	['737']
	929061 	31762 	['512', '484']
	1057007 	112186 	['603']
	315852 	6788 	['131']
	1047862 	3413 	['491', '492', '496']
	1021723 	63881 	['581']
	778946 	11877 	['655']
	21076 	3121 	['284', '286', '203']
	865231 	27747 	['283']
	710752 	9346 	['679']
	1065932 	114418 	['421']
	105770 	11376 	['306', '283', '873']
	1092325 	124681 	['872']
	880643 	24781 	['283']
	1055355 	66728 	['873']
	894738 	31381 	['737']
	885694 	25465 	['602']
	1076055 	127382 	['596']
	820067 	31136 	['602']
	1032373 	64939 	['737', '824']
	854395 	16824 	['603']
	854399 	63699 	['602']
	21212 	3126 	['371', '245']
	49615 	121759 	['381']
	884614 	10801 	['492', '491', '598', '517', '493']
	856223 	21159 	['602']
	81025 	8808 	['492']
	2178 	1121 	['131', '517', '421']
	88974 	9602 	['366']
	4962 	1447 	['621', '609', '608']
	39273 	4918 	['559']
	1003233 	63891 	['603']
	875404 	23973 	['565']
	865941 	29612 	['421']
	723125 	7343 	['357']
	84290 	9173 	['344']
	919628 	6346 	['581']
	1070154 	117161 	['603']
	808362 	1976 	['353']
	106040 	11399 	['357']
	891523 	26077 	['602']
	1054000 	110379 	['495']
	1052054 	110529 	['737']
	849354 	20988 	['799']
	104918 	11304 	['491', '481']
	1046050 	66286 	['603']
	1053584 	107325 	['602']
	837465 	24978 	['394']
	352942 	10990 	['483']
	893965 	26044 	['274']
	909963 	28828 	['349']
	1035351 	65061 	['603']
	812890 	64319 	['738']
	718916 	2484 	['565']
	1506307 	6310 	['492', '491']
	883697 	63162 	['737']
	718660 	13410 	['356', '399']
	1029456 	64640 	['212']
	85812 	9293 	['225']
	1080088 	122148 	['737']
	1022408 	63986 	['617']
	756497 	22528 	['737']
	914374 	29446 	['602']
	6885 	63874 	['565']
	949173 	63934 	['283']
	798783 	13580 	['679']
	106455 	11440 	['122']
	225569 	6736 	['621', '616', '614']
	764038 	64547 	['602']
	764039 	10361 	['367']
	1016006 	63617 	['384']
	1532619 	8611 	['679']
	805676 	19318 	['602']
	1161728 	6932 	['491', '492']
	314436 	10574 	['737']
	1043219 	65556 	['679']
	718007 	1902 	['284', '283']
	1034755 	64741 	['131']
	778808 	1642 	['356']
	1012368 	63013 	['382']
	1007594 	62490 	['367']
	1360951 	4790 	['651', '401', '421', '173']
	714562 	18276 	['602']
	1016959 	111020 	['503']
	881695 	26038 	['384']
	1122304 	1177 	['632', '637', '631']
	848551 	23034 	['737']
	8109 	1832 	['371']
	1040660 	65887 	['323']
	831001 	3243 	['628']
	8411 	1860 	['138']
	86104 	9351 	['633', '615', '628']
	1047098 	65948 	['734', '508']
	9801 	2034 	['275', '737', '308']
	1039684 	8151 	['517', '492', '132', '131']
	712515 	16721 	['737']
	834285 	18040 	['602']
	1037599 	65464 	['737']
	813781 	13634 	['369']
	794927 	14233 	['824', '504', '737']
	868984 	62748 	['594']
	786110 	28018 	['230']
	827809 	15803 	['283']
	934648 	31560 	['794']
	314890 	11236 	['356', '492']
	1094243 	126424 	['506']
	929470 	31022 	['594']
	816159 	13789 	['452', '372']
	356841 	12472 	['357']
	98362 	10581 	['356', '331']
	1014739 	63490 	['641']
	73309 	8030 	['331']
	1014733 	64402 	['781']
	1364479 	5600 	['735', '751']
	1066684 	115313 	['737']
	1169237 	1669 	['494']
	1054588 	110621 	['783']
	32621 	4322 	['365']
	830158 	24184 	['807']
	75681 	8293 	['275', '356', '267']
	832428 	14535 	['483', '271']
	880259 	62809 	['283']
	774937 	63026 	['357']
	832412 	15415 	['581']
	908605 	61752 	['357']
	277509 	4608 	['399', '354', '366', '371']
	879573 	24747 	['481']
	1035507 	64989 	['596', '519']
	20629 	2556 	['267']
	879575 	24965 	['287']
	1024657 	64055 	['738']
	1024124 	10552 	['703']
	25232 	3562 	['679']
	1066026 	116787 	['737']
	709804 	12256 	['357', '737', '367']
	739460 	12139 	['104']
	797917 	8964 	['371', '349']
	42228 	5210 	['209']
	6071 	1594 	['533']
	948034 	61389 	['615']
	1163370 	23450 	['602']
	879796 	24670 	['737']
	911421 	29097 	['633']
	797315 	12656 	['393', '367']
	914142 	31159 	['729', '621', '733']
	1002628 	63693 	['737']
	739608 	11748 	['204']
	918709 	62649 	['489']
	741612 	10292 	['491']
	99102 	10656 	['399']
	10795 	2111 	['384', '382']
	1052752 	5149 	['651']
	99106 	10658 	['783', '399']
	883756 	30214 	['602']
	21686 	3172 	['384']
	1049049 	64726 	['344']
	895655 	27980 	['346', '308']
	745287 	6044 	['332', '336']
	936340 	3897 	['491']
	895651 	28020 	['801']
	892604 	26023 	['224']
	911649 	29040 	['873']
	831959 	17256 	['602']
	906609 	28632 	['421', '633', '736']
	10242 	2070 	['737']
	1049625 	66381 	['458']
	1049624 	66628 	['632']
	895385 	27842 	['799']
	895380 	28691 	['384']
	21535 	3158 	['382', '366']
	717605 	5608 	['222', '329', '372']
	719274 	5165 	['382', '367']
	860451 	10321 	['283']
	719271 	1418 	['421', '615']
	1090425 	63422 	['731']
	895470 	28120 	['603']
	895477 	22383 	['508', '581', '679']
	67199 	20046 	['633']
	67625 	7525 	['679']
	1025742 	64516 	['517']
	1025743 	64433 	['458', '508']
	317158 	8666 	['283']
	874016 	24032 	['233', '314', '562']
	356213 	5671 	['799']
	860235 	64115 	['874']
	794172 	12433 	['283']
	794170 	12395 	['153']
	723371 	5505 	['231', '233']
	316793 	6109 	['367']
	4310 	1359 	['283']
	811669 	10974 	['213', '208']
	910110 	29088 	['633']
	4317 	1360 	['737']
	774517 	12065 	['833']
	849547 	26012 	['596']
	1484949 	31744 	['603']
	3116 	14304 	['283']
	928022 	15060 	['131']
	930481 	66459 	['384']
	1017673 	63708 	['799']
	34471 	4568 	['354', '346', '332']
	31462 	4213 	['284']
	1016100 	64351 	['366']
	1011737 	63679 	['481']
	50957 	6025 	['251']
	1011738 	62962 	['252']
	47288 	5619 	['602']
	311657 	8716 	['639', '631']
	886128 	25430 	['873']
	792341 	14424 	['737']
	1034257 	64830 	['394']
	1094392 	126423 	['382']
	28823 	3946 	['357']
	916459 	30098 	['356']
	1061117 	112878 	['550']
	935703 	31587 	['533']
	82020 	8947 	['142']
	1518587 	13712 	['334']
	852004 	16439 	['871']
	1061762 	112971 	['737']
	1061763 	112880 	['273']
	819692 	16751 	['603']
	1080056 	120358 	['737']
	925779 	30818 	['581']
	16099 	6831 	['581']
	708955 	17195 	['602']
	12659 	2269 	['720', '729', '616']
	806384 	21675 	['233']
	12654 	2267 	['284', '283']
	69488 	7636 	['308', '501']
	839621 	24840 	['483']
	1057060 	111103 	['555']
	32166 	4273 	['735']
	1437578 	65275 	['835']
	898437 	28209 	['283']
	835729 	14650 	['737']
	898438 	28231 	['641']
	878560 	10002 	['153', '616']
	1065910 	120719 	['737']
	912513 	29511 	['289', '282']
	874443 	24179 	['283']
	863650 	61523 	['737']
	899394 	61976 	['283']
	806388 	13096 	['871']
	877860 	24533 	['679']
	714395 	28278 	['602']
	1122965 	1334 	['357']
	719733 	6416 	['357']
	909494 	62723 	['737']
	350917 	4340 	['357']
	315411 	11174 	['633', '635']
	856200 	19439 	['495']
	54480 	6335 	['401', '628']
	1003740 	62739 	['737']
	96869 	10390 	['21', '17', '651', '679']
	1003214 	124599 	['367']
	1056880 	110724 	['679']
	5103 	1465 	['621', '614', '631']
	1084866 	125795 	['737']
	60714 	6528 	['358', '281', '508']
	944695 	61408 	['631', '628', '633']
	1062441 	113301 	['272']
	839845 	16752 	['603']
	895040 	28003 	['492', '131']
	895041 	29346 	['581']
	837913 	15160 	['355']
	33619 	4460 	['382', '282', '355']
	1029299 	64423 	['737']
	884892 	108111 	['641', '621', '628']
	1056087 	14163 	['271']
	893949 	61325 	['806']
	883324 	25096 	['596']
	1043533 	65706 	['489']
	820626 	14363 	['287', '147']
	1129981 	8095 	['443', '144', '142']
	788885 	19152 	['494', '655']
	316300 	7422 	['131']
	319651 	8792 	['517']
	319654 	8493 	['679']
	319655 	9393 	['679']
	949156 	61589 	['633', '641']
	949157 	62516 	['335']
	949158 	61350 	['357']
	1024401 	6127 	['491', '492']
	1087779 	123100 	['366']
	918111 	29854 	['566']
	1006195 	62700 	['206', '283']
	1018336 	25808 	['737']
	1069202 	122380 	['358']
	916604 	29988 	['603']
	1014845 	122919 	['737']
	930548 	31858 	['679']
	935066 	62694 	['581']
	1012616 	61227 	['603']
	935063 	4065 	['603']
	930542 	31045 	['366']
	31617 	4222 	['381', '326']
	1019737 	63724 	['874']
	29693 	28450 	['233']
	922358 	13962 	['598']
	34136 	4520 	['225', '226']
	1040829 	24620 	['701', '365', '483']
	34645 	24846 	['355']
	1066605 	120048 	['736', '737']
	883811 	25282 	['679', '616', '621', '615']
	883813 	25081 	['596', '591']
	859475 	26015 	['367']
	1026214 	15208 	['611']
	866121 	23220 	['348', '376']
	66479 	7409 	['382']
	712534 	16845 	['602']
	712537 	18241 	['602']
	1081004 	121762 	['512']
	912728 	29206 	['473']
	100790 	10857 	['286']
	1000736 	31549 	['591']
	1000045 	65365 	['615', '737']
	924940 	64418 	['874']
	1402436 	62965 	['737']
	1333274 	14563 	['261', '262']
	4127 	1327 	['366', '326']
	770403 	63644 	['357']
	1010612 	62732 	['737']
	925548 	30598 	['346']
	1010610 	62465 	['804', '800']
	1070412 	120093 	['122']
	925544 	30782 	['594']
	1037067 	65126 	['233', '562', '679']
	1004740 	61832 	['602']
	929454 	61941 	['679']
	929452 	30861 	['421']
	796226 	12450 	['233']
	870826 	24234 	['596']
	1131806 	121754 	['737']
	888793 	29339 	['738']
	882289 	23988 	['808']
	65172 	7279 	['679']
	830134 	27991 	['599', '596']
	755095 	13608 	['366']
	780053 	13124 	['679']
	1048268 	66371 	['173']
	842183 	15111 	['679']
	900017 	28770 	['874']
	1038205 	65106 	['602']
	1012555 	64415 	['382']
	65358 	7300 	['651', '349']
	764579 	11805 	['384']
	18230 	2817 	['615', '353', '351']
	879554 	24671 	['581']
	2589 	1154 	['871']
	314132 	4768 	['245', '329', '371', '635', '527']
	1403475 	31764 	['602']
	42246 	5211 	['799']
	875657 	26045 	['369']
	943580 	61398 	['382']
	745113 	5757 	['131']
	97349 	10482 	['131', '291', '517']
	773845 	63318 	['602']
	1079406 	120434 	['737']
	1002607 	61718 	['737', '504']
	743988 	22325 	['367']
	841528 	8000 	['631', '637']
	101911 	11001 	['367']
	891288 	25906 	['283']
	820917 	24203 	['615', '653']
	891284 	26078 	['602']
	891285 	25878 	['509', '738']
	895677 	27927 	['873']
	33113 	4415 	['369', '384']
	799089 	12587 	['737']
	799088 	12669 	['783']
	865570 	24436 	['737']
	827230 	118126 	['617']
	12355 	2255 	['342', '354']
	891024 	25880 	['504']
	894508 	64011 	['602']
	1088755 	124195 	['357']
	820907 	16985 	['603']
	898173 	28180 	['553']
	3545 	1266 	['17', '21', '13', '679', '655']
	708484 	1244 	['287']
	895456 	27776 	['314']
	898174 	28216 	['631']
	24071 	61624 	['508', '737']
	1062780 	114351 	['632']
	884130 	25181 	['251']
	728303 	3129 	['501']
	26780 	3734 	['371']
	917126 	29818 	['581']
	715957 	4029 	['131', '616', '491']
	2969 	1209 	['286', '281', '355']
	790715 	12234 	['367']
	804731 	10452 	['871']
	768262 	24409 	['737']
	1424454 	64480 	['679']
	104897 	11302 	['354']
	104894 	11301 	['679']
	1043310 	65574 	['481']
	893538 	26013 	['131']
	846729 	15302 	['421']
	771729 	14638 	['372', '376']
	3133 	1619 	['602']
	892222 	61192 	['208']
	18000 	2797 	['284']
	1039780 	65135 	['353', '373']
	755001 	10999 	['491']
	1023640 	64267 	['603']
	91767 	9815 	['265']
	79326 	8657 	['386']
	747605 	7576 	['366']
	709355 	12688 	['517']
	1023902 	64292 	['559', '735', '615']
	811930 	13318 	['514', '202', '203']
	1020905 	63976 	['701']
	857005 	18699 	['737']
	5768 	1554 	['384']
	1018871 	2589 	['384', '809']
	823768 	14477 	['495']
	935497 	21959 	['737']
	935494 	31607 	['737']
	886142 	25390 	['384']
	935493 	31578 	['366']
	832988 	15520 	['594']
	1019695 	63789 	['283']
	355766 	5442 	['222', '651', '131', '701']
	715577 	2498 	['367']
	872855 	23872 	['596']
	1060523 	112626 	['602']
	946323 	65972 	['451']
	729213 	11935 	['384', '737']
	935724 	31707 	['636', '635']
	949953 	61688 	['602']
	949956 	61401 	['737']
	859598 	26021 	['495', '138']
	1047118 	66056 	['737']
	92230 	11856 	['602']
	928911 	25719 	['602']
	922251 	30593 	['394']
	922521 	30398 	['357']
	933098 	65134 	['581']
	851105 	16683 	['602']
	88205 	5087 	['349', '369', '354', '371']
	721447 	11930 	['284']
	1238631 	24224 	['809']
	822416 	8823 	['153', '616']
	46250 	5530 	['289', '516']
	1068084 	62797 	['272']
	1023010 	64711 	['830']
	916457 	63605 	['499']
	899823 	28258 	['355']
	50601 	5973 	['367']
	749290 	10244 	['286']
	878549 	24997 	['871', '874', '811']
	1023334 	64000 	['616']
	878543 	31097 	['384']
	12180 	2215 	['356']
	921691 	30277 	['314', '679']
	1066254 	66484 	['602']
	354639 	10520 	['653']
	43920 	5338 	['265', '263']
	878324 	24510 	['481']
	1032330 	64776 	['737']
	46601 	5564 	['571']
	923120 	30463 	['374']
	1041368 	29061 	['603']
	2135 	30697 	['737']
	1005409 	63135 	['603']
	1013696 	63195 	['308']
	53117 	6226 	['262', '267']
	1013698 	63939 	['633']
	742112 	6158 	['384']
	1009779 	62832 	['551', '737']
	716629 	1940 	['832']
	105668 	11366 	['581']
	720154 	65905 	['873']
	1037868 	1598 	['362', '381']
	948019 	61681 	['603']
	1001540 	61705 	['628', '621']
	794367 	4611 	['531']
	846538 	15848 	['512', '284', '596']
	821995 	14597 	['283']
	1010552 	62730 	['366']
	1022820 	63935 	['701', '152']
	894268 	62709 	['366']
	894267 	66648 	['602']
	62737 	7066 	['541', '514']
	895021 	27788 	['737']
	33325 	4434 	['131']
	800286 	12658 	['504']
	921614 	30252 	['514']
	932112 	31144 	['737']
	1013033 	63955 	['737']
	1044324 	65708 	['232']
	57515 	6573 	['203', '306', '322']
	929994 	31037 	['830']
	39899 	4988 	['271', '483']
	871763 	14370 	['736']
	727510 	4409 	['283']
	787784 	64839 	['830']
	826075 	64345 	['329']
	40493 	5038 	['273']
	1002017 	61644 	['809']
	6845 	1686 	['323']
	1419581 	4600 	['371', '305']
	93102 	9963 	['221']
	18255 	2818 	['614']
	840264 	17762 	['602']
	1043476 	65665 	['737', '736']
	1045450 	65710 	['679']
	1043432 	65776 	['655', '799']
	778438 	13431 	['131']
	72162 	7658 	['281']
	778437 	13151 	['679']
	1043438 	65593 	['519']
	59478 	6730 	['283']
	59479 	6731 	['285']
	95052 	61763 	['284']
	108516 	11600 	['331', '344']
	935007 	31614 	['806', '874']
	749935 	22729 	['382']
	746210 	60888 	['506']
	906473 	28624 	['371']
	7636 	1786 	['371']
	356395 	12604 	['633', '737']
	1042418 	65703 	['873']
	887151 	27765 	['735']
	887150 	25399 	['225']
	34115 	3087 	['563']
	713425 	1562 	['737']
	856465 	19427 	['291', '517']
	728535 	5783 	['421', '473']
	896645 	27933 	['382']
	840489 	24157 	['593', '614', '737']
	356171 	28155 	['602']
	868611 	23697 	['581']
	1080224 	120816 	['737']
	859735 	25362 	['203']
	861459 	21429 	['161']
	912967 	29466 	['603']
	912960 	29284 	['594', '509']
	816330 	14003 	['621']
	315189 	3835 	['615', '352', '353']
	1111559 	65521 	['737']
	872448 	23767 	['367']
	897723 	28139 	['367']
	912833 	29268 	['555']
	16160 	64275 	['25']
	1014955 	63324 	['737']
	916085 	29710 	['632', '641']
	1070296 	117034 	['603']
	1050031 	66386 	['874', '737']
	1496048 	28119 	['679']
	832175 	19438 	['737']
	807882 	13092 	['581']
	891915 	27847 	['252']
	891919 	25896 	['594']
	1015577 	63194 	['737']
	702430 	17272 	['602']
	862841 	64127 	['596']
	1038223 	65042 	['382']
	1038222 	64850 	['651']
	64463 	7183 	['382', '362']
	1035815 	64739 	['271']
	918958 	30117 	['679']
	1069878 	119316 	['249']
	943033 	60984 	['602']
	943032 	31766 	['365']
	943034 	31775 	['679']
	740763 	5166 	['366']
	1055231 	110104 	['508']
	932772 	31517 	['737']
	102588 	11074 	['203', '651']
	1076732 	119597 	['737']
	1047699 	112033 	['283']
	939928 	60845 	['603']
	845613 	29591 	['679']
	755229 	21163 	['357', '737']
	908937 	30662 	['483']
	707805 	22122 	['602']
	908254 	28787 	['514']
	49826 	5878 	['679', '308', '354', '363']
	317771 	10420 	['366']
	1117042 	110326 	['481']
	724988 	8365 	['367']
	868373 	23486 	['357']
	949301 	61405 	['355']
	808461 	13375 	['484', '481']
	719722 	2299 	['384']
	804753 	12850 	['737']
	768532 	18238 	['602']
	945688 	65841 	['737']
	44471 	5377 	['225']
	790730 	1593 	['327', '285', '308']
	1003539 	63182 	['384']
	1003022 	61737 	['367']
	787912 	12418 	['481']
	1024787 	118084 	['874']
	837038 	14886 	['384']
	864240 	30220 	['382', '371']
	788329 	13906 	['394', '509', '373']
	106618 	11462 	['331']
	930738 	62929 	['481']
	930735 	31195 	['241', '242']
	1043337 	65590 	['367']
	1012131 	62923 	['384']
	102729 	11094 	['344', '352']
	1054836 	66696 	['737']
	1011449 	62928 	['701', '679']
	849502 	28206 	['367']
	31791 	4145 	['367', '384', '382', '305']
	928064 	30709 	['371']
	752431 	13011 	['357']
	18061 	2802 	['353']
	1035104 	64996 	['489']
	91741 	9812 	['701']
	1084048 	122172 	['489']
	1060390 	112623 	['573']
	834105 	30445 	['602']
	810536 	14129 	['603']
	23082 	3336 	['737']
	913357 	30165 	['635']
	1031951 	120455 	['357']
	913353 	28485 	['738', '679']
	1105705 	25056 	['737']
	819521 	24716 	['621']
	886163 	25937 	['283']
	771252 	23964 	['809']
	713095 	18110 	['602']
	1019671 	63938 	['737']
	1338749 	8692 	['263', '262', '242', '81']
	729580 	2124 	['367']
	319379 	8562 	['357']
	66756 	7437 	['494', '655', '501', '491']
	34563 	4579 	['209']
	1010247 	63415 	['635', '641']
	1002816 	61828 	['633']
	1002813 	62102 	['641', '615']
	1002811 	61703 	['384']
	50916 	6019 	['621']
	921051 	30461 	['603']
	1047170 	66148 	['602']
	1075415 	124046 	['679']
	933745 	31706 	['283']
	16058 	2596 	['737']
	922503 	30534 	['483']
	19731 	2982 	['262', '263', '242', '265']
	898757 	28513 	['603']
	898756 	28064 	['357', '737', '399']
	1051717 	64303 	['631']
	1000366 	61507 	['737']
	912088 	29497 	['385']
	912086 	29344 	['283']
	310568 	7346 	['367']
	1027974 	12126 	['632']
	872835 	22306 	['603']
	60977 	6845 	['267', '356']
	878522 	24538 	['726', '655']
	878520 	24547 	['621', '628']
	835768 	7278 	['451']
	723531 	8402 	['872']
	784011 	19965 	['81', '153']
