	cik	gvkey	sic_list
	19612 	15197 	['602']
	813298 	13381 	['565']
	748270 	7205 	['384']
	6164 	1608 	['364', '367']
	65195 	14064 	['358', '737', '335', '354']
	890319 	25950 	['679']
	811831 	16689 	['602']
	811830 	17130 	['603']
	890640 	17080 	['737']
	1036713 	64964 	['342']
	1015780 	63501 	['621']
	908315 	28785 	['590']
	908311 	29448 	['679']
	1004858 	8804 	['491', '492', '517']
	1507934 	32280 	['483']
	1037002 	65047 	['737']
	723458 	19508 	['602']
	813471 	13417 	['229', '399']
	81362 	8850 	['299']
	921915 	30420 	['394']
	720900 	7153 	['621']
	853273 	14268 	['737']
	312907 	11084 	['504', '384']
	947718 	61292 	['483']
	98544 	25799 	['208']
	1001316 	61711 	['283']
	801529 	63445 	['386']
	790372 	12169 	['421', '473']
	948073 	61263 	['267']
	790375 	13616 	['354', '371']
	878483 	24486 	['737']
	350563 	10277 	['492', '122', '491', '131', '444']
	1059562 	112034 	['372']
	310056 	11161 	['366']
	942126 	31738 	['506']
	915290 	65622 	['737']
	320193 	1690 	['357']
	70033 	7723 	['641']
	805956 	63656 	['738']
	1319947 	24171 	['533']
	833845 	25655 	['138', '478', '353']
	1048286 	28930 	['701', '836', '514']
	62418 	7045 	['371', '305']
	837166 	27969 	['357']
	879283 	62390 	['737']
	763098 	12253 	['809', '801', '873']
	704562 	14603 	['283']
	826821 	2889 	['179']
	900349 	28303 	['232']
	768978 	25183 	['209']
	885245 	25234 	['565']
	351789 	4275 	['382', '737']
	700674 	1203 	['473']
	902276 	28403 	['208']
	902277 	28524 	['13']
	902270 	28414 	['326']
	902272 	28388 	['394']
	1042100 	65416 	['357']
	1024478 	9203 	['362', '381']
	1002666 	61700 	['484', '794', '489']
	1005817 	17240 	['602']
	1002663 	61560 	['382']
	850606 	17861 	['603']
	812910 	13397 	['641']
	871395 	23622 	['283']
	1009672 	62686 	['329']
	947577 	61746 	['516']
	1003648 	61960 	['835']
	54507 	6338 	['738', '491', '493']
	847831 	15383 	['441']
	772406 	16401 	['357']
	1045281 	65740 	['679']
	1003640 	61689 	['366']
	1042068 	110960 	['483']
	795266 	12689 	['153', '616']
	1017907 	6791 	['679']
	15615 	2497 	['162', '173']
	949039 	61409 	['138']
	899504 	30172 	['283']
	1016503 	63886 	['820']
	1016504 	61880 	['283']
	731012 	5539 	['734']
	936163 	31597 	['481']
	18396 	2538 	['736']
	37743 	4817 	['382']
	822076 	13942 	['556']
	1026114 	64184 	['596']
	39368 	4926 	['289']
	80984 	8802 	['353', '395']
	14693 	2435 	['208', '326']
	948929 	109185 	['283']
	829282 	21420 	['603']
	883977 	25099 	['731']
	883976 	25111 	['581']
	883979 	25132 	['504', '737']
	812882 	13515 	['781']
	355787 	8745 	['481']
	823927 	14263 	['369']
	1000231 	61541 	['737']
	1000230 	62553 	['335']
	1000234 	61444 	['602']
	730272 	12181 	['283']
	1015859 	63896 	['679']
	858803 	21776 	['283']
	946924 	61393 	['603']
	921768 	16681 	['603']
	32870 	8881 	['308']
	735571 	11289 	['738']
	923877 	30945 	['483']
	830748 	14583 	['679']
	32878 	4352 	['369', '367']
	832922 	14832 	['591']
	1034379 	110679 	['590']
	103341 	11147 	['222']
	835324 	22717 	['602']
	880446 	24803 	['367']
	921582 	30312 	['386', '783']
	74697 	8163 	['382']
	230463 	8655 	['131']
	28866 	3949 	['138']
	74691 	7556 	['504']
	904080 	28564 	['131']
	888632 	28966 	['603']
	815838 	14918 	['283']
	803112 	19742 	['602']
	1018074 	112874 	['366']
	1038052 	65653 	['131']
	1036030 	28490 	['603']
	731657 	9954 	['873']
	842009 	14990 	['781']
	45599 	5476 	['278', '357']
	917491 	65421 	['382']
	799292 	12615 	['616']
	1040470 	65286 	['382']
	42542 	5229 	['282', '372']
	835582 	15265 	['541']
	1004440 	1995 	['491', '492', '679']
	748592 	21232 	['483', '737']
	853022 	20192 	['283']
	1005313 	62487 	['603']
	1030708 	31285 	['366']
	1023393 	64150 	['737']
	799902 	17337 	['641']
	799903 	12580 	['283']
	816568 	28740 	['384']
	754516 	25844 	['366', '737']
	1180262 	14269 	['512']
	820081 	13839 	['283']
	891504 	31689 	['283']
	1128361 	66235 	['602']
	1045560 	65897 	['736']
	835910 	14565 	['362']
	786947 	11929 	['283']
	75252 	8213 	['504']
	874733 	24378 	['737']
	821130 	14369 	['481']
	874734 	24198 	['809']
	948086 	61326 	['208']
	804121 	12913 	['737']
	851720 	25692 	['738']
	1520262 	24302 	['283']
	1006370 	62366 	['737']
	847903 	9113 	['211', '205', '206']
	851729 	31465 	['384']
	772891 	4372 	['358', '308']
	790414 	12122 	['531']
	767673 	60875 	['283']
	772897 	5791 	['367']
	79879 	8247 	['281', '285', '321']
	770949 	9004 	['302']
	94601 	10092 	['871', '422']
	770944 	13853 	['799']
	90045 	9323 	['353']
	102993 	11113 	['353', '382']
	1005179 	62750 	['366']
	726990 	31778 	['602']
	910721 	29105 	['596']
	920758 	30254 	['326']
	945524 	63283 	['440']
	38777 	4885 	['628', '602']
	1037711 	65591 	['679']
	58361 	6639 	['271']
	58492 	6649 	['251', '254', '336', '331', '349']
	1000278 	66073 	['283']
	1035374 	65128 	['581']
	351809 	4051 	['357']
	846660 	15312 	['358']
	886903 	25341 	['357']
	1318545 	61112 	['614']
	1046032 	65961 	['737']
	718937 	9969 	['385']
	319697 	12702 	['357']
	882365 	24971 	['384']
	758722 	62761 	['806']
	276380 	17114 	['641', '633', '630']
	882362 	24914 	['283']
	106473 	12805 	['495', '492', '874']
	850414 	15822 	['824', '679']
	819334 	13828 	['737']
	352789 	6169 	['357', '369']
	888999 	60958 	['283']
	814463 	28834 	['509']
	725460 	6588 	['384']
	29924 	4062 	['271', '274', '628']
	40858 	4961 	['481']
	883505 	25031 	['596']
	876167 	24352 	['737']
	882100 	24881 	['283']
	882104 	24878 	['283']
	940716 	60881 	['737']
	940711 	60936 	['603']
	721773 	16441 	['609']
	1007209 	64833 	['737']
	109312 	11684 	['621', '628', '616']
	875359 	30789 	['367']
	819480 	24608 	['367']
	710597 	6608 	['366']
	1016243 	63648 	['737']
	846930 	4103 	['491', '494']
	846931 	17076 	['603']
	1015441 	64182 	['283']
	916396 	29940 	['603']
	842635 	15110 	['286']
	703970 	61364 	['602']
	1051092 	25526 	['603']
	1047073 	65915 	['421']
	44800 	5422 	['737']
	1057877 	5870 	['491']
	896622 	28176 	['308']
	897861 	29112 	['602']
	61478 	1013 	['366']
	32604 	4321 	['362']
	890662 	25804 	['473']
	318259 	10827 	['386']
	52969 	6214 	['317']
	84839 	9225 	['734']
	4164 	1331 	['357', '335', '329']
	60876 	6839 	['394']
	880858 	24809 	['346', '367']
	64803 	7241 	['591', '874']
	925054 	30565 	['366']
	915859 	30291 	['809']
	1102238 	1545 	['581', '651']
	1141982 	3497 	['342', '364']
	711083 	17047 	['602']
	1032030 	24979 	['481']
	878130 	30689 	['596', '421']
	65312 	7295 	['366']
	1061571 	111839 	['441']
	723924 	9305 	['561']
	93556 	10016 	['342', '344']
	104348 	11271 	['276']
	201513 	3366 	['737']
	1074972 	20028 	['602']
	854709 	63085 	['344']
	3499 	1257 	['679']
	854701 	31488 	['367']
	1046859 	65697 	['369']
	1016100 	64351 	['366']
	2098 	1104 	['342']
	1066138 	9614 	['701']
	104169 	11259 	['533', '514']
	1116086 	112970 	['481']
	1024674 	64183 	['738']
	704503 	4381 	['492', '171']
	25212 	3556 	['273']
	704508 	7582 	['679', '738', '504']
	727346 	13913 	['799']
	810689 	16679 	['602']
	46989 	5589 	['289', '282', '222']
	200138 	16769 	['602']
	1035744 	65700 	['679']
	914435 	28851 	['736']
	48465 	5709 	['201']
	824578 	14399 	['275']
	1172358 	4045 	['131']
	927362 	30781 	['355']
	355883 	16860 	['602']
	1091862 	3607 	['282', '287', '286', '355']
	865532 	30361 	['384', '679']
	78239 	8551 	['230', '314']
	930803 	31748 	['357']
	943892 	60797 	['737']
	943897 	60898 	['341']
	943895 	60928 	['737']
	943894 	31854 	['357']
	70415 	7759 	['829', '519', '308', '384']
	102037 	11017 	['515', '514']
	1012159 	63147 	['508']
	70412 	7758 	['596']
	893577 	27792 	['679']
	748856 	28229 	['131']
	831979 	28315 	['602']
	1017921 	63883 	['267', '509']
	930203 	31289 	['603']
	21510 	3157 	['384', '382']
	810029 	24066 	['509']
	746515 	4494 	['473']
	746514 	14639 	['651']
	889900 	29108 	['138', '131']
	876427 	24350 	['753']
	876429 	24398 	['504']
	892191 	61642 	['737']
	1049606 	66602 	['342']
	1024401 	6127 	['131', '491', '492', '499']
	1023944 	1849 	['451']
	1427553 	64486 	['573']
	910391 	28973 	['737']
	910394 	28944 	['331']
	1405495 	6100 	['679']
	814856 	14425 	['655']
	920321 	61338 	['267', '275']
	76321 	8357 	['138', '735', '353']
	68270 	7566 	['581']
	1030048 	110536 	['731']
	77320 	8468 	['131']
	811641 	13235 	['283', '873']
	77326 	8460 	['314']
	40461 	5032 	['357']
	789388 	12144 	['737']
	782126 	14640 	['394']
	779152 	11811 	['737']
	1011174 	2025 	['679']
	1068300 	116791 	['602']
	1022097 	64689 	['371']
	946945 	62889 	['807']
	1046209 	66091 	['603']
	1046203 	31703 	['602']
	924515 	65016 	['873']
	921742 	112184 	['483']
	921746 	17128 	['603']
	1094093 	2783 	['491']
	1018833 	63758 	['737']
	825542 	20185 	['287']
	907242 	28704 	['799']
	1063918 	114957 	['603']
	702165 	7923 	['401']
	700998 	13316 	['737']
	700997 	10270 	['484']
	1027915 	64360 	['801']
	103872 	11213 	['736', '737', '274', '871']
	904535 	28697 	['573']
	896878 	27928 	['737']
	1043325 	65621 	['611']
	946360 	61093 	['357']
	47111 	5597 	['206']
	912738 	29533 	['603']
	27116 	3796 	['366']
	1015383 	65472 	['233']
	792360 	16948 	['602']
	795403 	12445 	['349']
	913665 	29397 	['489']
	729237 	8363 	['679']
	913666 	29784 	['308']
	912393 	29233 	['679']
	819671 	14130 	['651']
	1034257 	64830 	['394']
	859083 	22403 	['603']
	798078 	13639 	['781']
	1041858 	65448 	['484']
	1041859 	65430 	['564']
	741390 	30685 	['602']
	766704 	5543 	['679']
	817946 	13866 	['594']
	817945 	2322 	['738']
	766701 	13142 	['679']
	1040454 	65251 	['679']
	911177 	65702 	['495']
	702592 	66543 	['602']
	55698 	6431 	['308']
	1040328 	65088 	['581']
	1004314 	62230 	['484']
	1034258 	65881 	['179', '347', '508']
	929061 	31762 	['484']
	315852 	6788 	['131']
	1047862 	3413 	['491', '496', '517']
	1021723 	63881 	['581']
	778946 	11877 	['655']
	21076 	3121 	['284']
	865231 	27747 	['283']
	710752 	9346 	['679']
	1065932 	114418 	['421']
	105770 	11376 	['306', '283', '873']
	60195 	6796 	['324']
	880643 	24781 	['283']
	1055355 	66728 	['873']
	894738 	31381 	['737']
	885694 	25465 	['602']
	820067 	31136 	['602']
	1032373 	64939 	['737', '824']
	854395 	16824 	['603']
	21212 	3126 	['245']
	884614 	10801 	['492', '598', '517']
	856223 	21159 	['602']
	1035972 	15426 	['289']
	81025 	8808 	['492']
	2178 	1121 	['131', '517', '421']
	4962 	1447 	['621', '650', '609', '608']
	39273 	4918 	['421', '559']
	1003233 	63891 	['603']
	875404 	23973 	['565']
	865941 	29612 	['421']
	723125 	7343 	['367']
	84290 	9173 	['344']
	919628 	6346 	['581']
	808362 	1976 	['353']
	106040 	11399 	['357']
	891523 	26077 	['602']
	1054000 	110379 	['495']
	1052054 	110529 	['737']
	849354 	20988 	['504']
	104918 	11304 	['679', '491']
	1046050 	66286 	['603']
	837465 	24978 	['394']
	352942 	10990 	['483']
	893965 	26044 	['274']
	909963 	28828 	['349']
	1035351 	65061 	['603']
	812890 	64319 	['738']
	1506307 	6310 	['132', '492']
	883697 	63162 	['737']
	718660 	13410 	['356', '399']
	1029456 	64640 	['212']
	85812 	9293 	['225', '220']
	1022408 	63986 	['617']
	756497 	22528 	['737']
	914374 	29446 	['602']
	6885 	63874 	['565']
	914373 	29639 	['679']
	798783 	13580 	['679']
	1007047 	62572 	['384']
	106455 	11440 	['122', '499', '449']
	225569 	6736 	['621', '616', '614']
	764038 	64547 	['602']
	764039 	10361 	['367']
	1016006 	63617 	['384']
	1532619 	8611 	['679']
	805676 	19318 	['602']
	1161728 	6932 	['491', '492']
	314436 	10574 	['737']
	1043219 	65556 	['679']
	718007 	1902 	['284', '283']
	857847 	64921 	['481']
	1034755 	64741 	['131']
	731245 	8734 	['679']
	846463 	27895 	['384']
	1012368 	63013 	['382']
	1007594 	62490 	['367']
	1360951 	4790 	['651', '401', '421']
	714562 	18276 	['602']
	746255 	19260 	['362', '506']
	778709 	11713 	['201']
	881695 	26038 	['384']
	1122304 	1177 	['632', '637', '631', '621']
	848551 	23034 	['737']
	1031107 	64597 	['737']
	1040660 	65887 	['323']
	831001 	3243 	['614', '628', '679', '619']
	1015464 	66026 	['737']
	8411 	1860 	['138']
	86104 	9351 	['633', '651', '615', '628']
	1047098 	65948 	['738']
	9801 	2034 	['273', '737']
	1039684 	8151 	['492', '131', '132', '517', '651']
	712515 	16721 	['737']
	834285 	18040 	['602']
	1037599 	65464 	['737']
	813781 	13634 	['369']
	794927 	14233 	['824']
	868984 	62748 	['594']
	786110 	28018 	['236']
	827809 	15803 	['283']
	934648 	31560 	['794']
	314890 	11236 	['356', '492', '679']
	816151 	14001 	['807']
	929470 	31022 	['594']
	929473 	63094 	['356']
	816159 	13789 	['452', '372', '679']
	356841 	12472 	['357']
	877326 	29262 	['401']
	1014739 	63490 	['641']
	73309 	8030 	['331']
	1014733 	64402 	['781']
	1364479 	5600 	['735', '751']
	1066684 	115313 	['737']
	1169237 	1669 	['494']
	32621 	4322 	['365']
	830158 	24184 	['807']
	1057060 	111103 	['550']
	75681 	8293 	['275', '356']
	105096 	11318 	['507', '343']
	832428 	14535 	['271', '483', '679']
	890093 	25720 	['594']
	880259 	62809 	['283']
	823550 	17025 	['603']
	1028285 	65175 	['737']
	832412 	15415 	['581']
	908605 	61752 	['357']
	277509 	4608 	['399', '354', '366', '371']
	879573 	24747 	['481']
	1035507 	64989 	['519']
	20629 	2556 	['267']
	879575 	24965 	['287']
	1024657 	64055 	['738']
	27904 	3851 	['451']
	25232 	3562 	['679']
	709804 	12256 	['357']
	739460 	12139 	['104']
	797917 	8964 	['371', '349']
	42228 	5210 	['209']
	6071 	1594 	['533']
	948034 	61389 	['615']
	1163370 	23450 	['602']
	879796 	24670 	['737']
	911421 	29097 	['633']
	797315 	12656 	['393', '367', '614']
	914142 	31159 	['729', '621', '733']
	1002628 	63693 	['737']
	739608 	11748 	['204']
	918709 	62649 	['489']
	741612 	10292 	['491']
	99102 	10656 	['399']
	10795 	2111 	['384']
	1052752 	5149 	['651', '598']
	99106 	10658 	['783', '399']
	883756 	30214 	['602']
	21686 	3172 	['384']
	71304 	3257 	['491', '496', '132', '679']
	1049049 	64726 	['344']
	895659 	28494 	['807']
	895655 	27980 	['346', '308']
	745287 	6044 	['332', '371']
	936340 	3897 	['122']
	895651 	28020 	['801']
	892604 	26023 	['224']
	911649 	29040 	['382', '873']
	831959 	17256 	['602']
	930775 	63122 	['384']
	906609 	28632 	['421', '736', '633']
	906608 	28934 	['603']
	10242 	2070 	['737']
	1049625 	66381 	['458']
	1049624 	66628 	['632']
	895385 	27842 	['799']
	895380 	28691 	['384']
	21535 	3158 	['382', '386']
	717605 	5608 	['222', '329']
	719274 	5165 	['382']
	860451 	10321 	['283']
	719271 	1418 	['421', '615']
	1090425 	63422 	['731']
	895470 	28120 	['603']
	876400 	29414 	['382']
	895477 	22383 	['679', '508']
	67199 	20046 	['633', '615']
	67625 	7525 	['679']
	1025742 	64516 	['517']
	1025743 	64433 	['458']
	317158 	8666 	['283']
	874016 	24032 	['233']
	356213 	5671 	['799']
	860235 	64115 	['874']
	794172 	12433 	['283']
	794170 	12395 	['153']
	723371 	5505 	['231', '233']
	316793 	6109 	['367']
	4310 	1359 	['283']
	1011154 	62918 	['284']
	811669 	10974 	['213', '208', '212']
	910110 	29088 	['633']
	4317 	1360 	['737']
	774517 	12065 	['830']
	849547 	26012 	['596']
	920986 	30924 	['603']
	1484949 	31744 	['603']
	3116 	14304 	['283']
	815787 	16895 	['635', '633', '630']
	928022 	15060 	['131']
	930481 	66459 	['384']
	1017673 	63708 	['794', '799']
	34471 	4568 	['354', '346', '332']
	31462 	4213 	['284', '734']
	1011736 	21731 	['635', '630']
	1011737 	63679 	['481']
	50957 	6025 	['251']
	1011738 	62962 	['252']
	47288 	5619 	['602']
	311657 	8716 	['639']
	886128 	25430 	['873']
	879898 	62753 	['737']
	792341 	14424 	['737']
	946343 	61147 	['614']
	795425 	12417 	['473']
	869446 	24223 	['679']
	28823 	3946 	['357']
	916459 	30098 	['356']
	1061117 	112878 	['550']
	935703 	31587 	['533']
	82020 	8947 	['142']
	1518587 	13712 	['334']
	852004 	16439 	['871']
	1061762 	112971 	['737']
	1061763 	112880 	['273']
	819692 	16751 	['603']
	731619 	7640 	['357']
	925779 	30818 	['581']
	16099 	6831 	['581']
	351532 	6054 	['283']
	708955 	17195 	['602']
	12659 	2269 	['720', '729', '616', '614']
	806384 	21675 	['233']
	926978 	62346 	['208']
	12654 	2267 	['284', '283']
	276189 	4546 	['153']
	69488 	7636 	['308', '501']
	833619 	21684 	['357']
	839621 	24840 	['483']
	937289 	64002 	['384']
	32166 	4273 	['735']
	65743 	7341 	['366', '736']
	1437578 	65275 	['835']
	898437 	28209 	['283']
	835729 	14650 	['737']
	898438 	28231 	['641']
	878560 	10002 	['153', '616']
	912513 	29511 	['289', '282', '286']
	874443 	24179 	['283']
	863650 	61523 	['737']
	899394 	61976 	['283']
	353356 	6012 	['481']
	806388 	13096 	['871']
	877860 	24533 	['679']
	714395 	28278 	['602']
	1122965 	1334 	['357']
	1037646 	65772 	['359']
	719733 	6416 	['357']
	909494 	62723 	['737']
	350917 	4340 	['357']
	315411 	11174 	['633', '635', '610']
	856200 	19439 	['495', '871']
	54480 	6335 	['401', '628']
	1003740 	62739 	['366']
	96869 	10390 	['21', '651', '679']
	919640 	30108 	['701']
	919646 	30187 	['355']
	5103 	1465 	['631', '614', '630']
	864568 	28010 	['737']
	60714 	6528 	['508', '358', '281']
	944695 	61408 	['632', '630', '631', '628']
	1062441 	113301 	['272', '275', '733']
	839845 	16752 	['603']
	895040 	28003 	['492', '131']
	895041 	29346 	['581']
	837913 	15160 	['355']
	33619 	4460 	['382', '348']
	18230 	2817 	['615', '353', '351']
	884892 	108111 	['621', '641']
	1056087 	14163 	['271']
	893949 	61325 	['806']
	883324 	25096 	['596']
	1043533 	65706 	['489']
	820626 	14363 	['287', '147', '204', '281']
	1129981 	8095 	['443', '144', '142']
	788885 	19152 	['494']
	316300 	7422 	['131']
	319651 	8792 	['492', '517']
	319654 	8493 	['679']
	319655 	9393 	['679']
	352747 	13704 	['283']
	949156 	61589 	['633', '641']
	949157 	62516 	['335']
	949158 	61350 	['357']
	1056880 	110724 	['679']
	918111 	29854 	['566']
	1006195 	62700 	['206']
	854875 	64650 	['679']
	916604 	29988 	['603']
	930548 	31858 	['679']
	935066 	62694 	['581']
	1012616 	61227 	['603']
	935063 	4065 	['603']
	930542 	31045 	['366']
	31617 	4222 	['381']
	1019731 	64840 	['283']
	1019737 	63724 	['874']
	29693 	28450 	['233']
	922358 	13962 	['598']
	34136 	4520 	['225']
	1040829 	24620 	['483', '701']
	34645 	24846 	['355']
	883811 	25282 	['615', '616', '621', '617', '614', '679']
	883813 	25081 	['596']
	859475 	26015 	['367']
	1026214 	15208 	['611']
	866121 	23220 	['348']
	66479 	7409 	['382']
	712534 	16845 	['602']
	712537 	18241 	['602']
	881411 	62300 	['737']
	912728 	29206 	['473']
	100790 	10857 	['286']
	1000736 	31549 	['591']
	1000045 	65365 	['615']
	924940 	64418 	['874']
	1402436 	62965 	['737']
	1333274 	14563 	['261', '262']
	4127 	1327 	['367']
	770403 	63644 	['357']
	1010612 	62732 	['737']
	925548 	30598 	['346']
	1010610 	62465 	['804', '800']
	925544 	30782 	['594']
	844008 	17549 	['737']
	1462223 	63059 	['512']
	1004740 	61832 	['602']
	929454 	61941 	['679']
	929452 	30861 	['421']
	796226 	12450 	['233']
	870826 	24234 	['596']
	1008129 	62400 	['737']
	888793 	29339 	['738']
	882289 	23988 	['808']
	27093 	3785 	['357']
	830134 	27991 	['599']
	755095 	13608 	['366', '874']
	904255 	29318 	['481']
	780053 	13124 	['679']
	1048268 	66371 	['173']
	842183 	15111 	['679']
	900017 	28770 	['874']
	1038205 	65106 	['602']
	1012555 	64415 	['382']
	65358 	7300 	['349']
	764579 	11805 	['384']
	1029299 	64423 	['737']
	879558 	25686 	['602']
	879554 	24671 	['581']
	2589 	1154 	['871']
	314132 	4768 	['245', '308', '371', '635']
	766041 	11904 	['349']
	42246 	5211 	['799']
	727303 	11898 	['632']
	875657 	26045 	['369']
	943580 	61398 	['382']
	745113 	5757 	['131']
	97349 	10482 	['131', '291', '517', '630']
	773845 	63318 	['602']
	773840 	1300 	['372', '281', '282', '371']
	743988 	22325 	['367']
	841528 	8000 	['631', '637', '621']
	101911 	11001 	['367']
	891288 	25906 	['283']
	820917 	24203 	['615', '653']
	891284 	26078 	['602']
	891285 	25878 	['509', '738', '874']
	895677 	27927 	['873']
	33113 	4415 	['369', '384']
	799089 	12587 	['737']
	799088 	12669 	['783']
	865570 	24436 	['737']
	12355 	2255 	['342', '363', '354']
	891024 	25880 	['504']
	894508 	64011 	['602']
	820907 	16985 	['603']
	898173 	28180 	['553']
	3545 	1266 	['17', '21', '13', '679']
	708484 	1244 	['287']
	895456 	27776 	['314']
	898174 	28216 	['631']
	24071 	61624 	['508']
	1062780 	114351 	['632']
	884130 	25181 	['251']
	728303 	3129 	['501']
	26780 	3734 	['371']
	917126 	29818 	['581']
	715957 	4029 	['491', '499', '616']
	2969 	1209 	['286', '281', '355']
	882860 	25059 	['628']
	790715 	12234 	['367']
	804731 	10452 	['871']
	768262 	24409 	['737']
	1424454 	64480 	['679']
	104897 	11302 	['354']
	104894 	11301 	['679']
	949091 	61540 	['552', '614', '550']
	1043310 	65574 	['481']
	893538 	26013 	['131']
	846729 	15302 	['421']
	771729 	14638 	['372', '871']
	1000925 	63444 	['737']
	3133 	1619 	['602']
	892222 	61192 	['208']
	18000 	2797 	['284', '306', '283']
	1039780 	65135 	['353']
	755001 	10999 	['491', '492', '874']
	1023640 	64267 	['603']
	91767 	9815 	['265']
	79326 	8657 	['386']
	1034365 	65716 	['366']
	747605 	7576 	['366']
	858710 	21062 	['354', '355', '769']
	709355 	12688 	['131', '517']
	1023902 	64292 	['559']
	811930 	13318 	['201', '514', '202', '203']
	1020905 	63976 	['794', '701']
	857005 	18699 	['737']
	5768 	1554 	['384']
	1018871 	2589 	['384']
	823768 	14477 	['495']
	935497 	21959 	['737']
	935494 	31607 	['737']
	886142 	25390 	['384', '504']
	935493 	31578 	['366']
	832988 	15520 	['594']
	832989 	25284 	['630']
	1029321 	63377 	['616']
	355766 	5442 	['222', '651', '131', '701', '874']
	715577 	2498 	['367']
	764622 	1075 	['491']
	872855 	23872 	['596']
	1060523 	112626 	['602']
	946323 	65972 	['451']
	729213 	11935 	['384']
	935724 	31707 	['635', '630']
	949953 	61688 	['602']
	949956 	61401 	['737']
	859598 	26021 	['441']
	50977 	6006 	['506']
	1047118 	66056 	['737']
	92236 	9810 	['131', '492', '517']
	92230 	11856 	['602']
	928911 	25719 	['602']
	744187 	1864 	['573']
	922521 	30398 	['357']
	933098 	65134 	['581']
	851105 	16683 	['602']
	88205 	5087 	['349', '367', '354', '371']
	721447 	11930 	['284']
	933091 	31502 	['737']
	1238631 	24224 	['809']
	822416 	8823 	['153', '616']
	46250 	5530 	['516']
	98752 	10619 	['367']
	822418 	25396 	['807']
	898777 	28214 	['735']
	916457 	63605 	['499']
	899823 	28258 	['355']
	50601 	5973 	['367']
	749290 	10244 	['286']
	878549 	24997 	['871']
	878543 	31097 	['384']
	12180 	2215 	['356']
	921691 	30277 	['314', '679']
	921692 	29468 	['603']
	354639 	10520 	['653']
	43920 	5338 	['265', '263']
	878324 	24510 	['481']
	878897 	24618 	['632', '631']
	46601 	5564 	['571']
	923120 	30463 	['374']
	1041368 	29061 	['603']
	2135 	30697 	['737']
	350644 	9481 	['366']
	1005409 	63135 	['603']
	1013696 	63195 	['308']
	53117 	6226 	['262', '267', '263']
	99802 	10741 	['356']
	1013698 	63939 	['633', '630']
	1005406 	62192 	['737', '504']
	742112 	6158 	['384', '630']
	1009779 	62832 	['551']
	716629 	1940 	['738']
	1009773 	63926 	['251']
	105668 	11366 	['581']
	720154 	65905 	['382', '873']
	1037868 	1598 	['362', '381']
	948019 	61681 	['603']
	1001540 	61705 	['628', '621']
	794367 	4611 	['531']
	846538 	15848 	['512']
	821995 	14597 	['283']
	796322 	29597 	['602']
	1022820 	63935 	['701', '152']
	894268 	62709 	['366']
	894267 	66648 	['602']
	62737 	7066 	['541']
	895021 	27788 	['737']
	33325 	4434 	['131']
	800286 	12658 	['504']
	921614 	30252 	['514']
	1013033 	63955 	['737']
	1044324 	65708 	['232']
	1013794 	63705 	['679']
	929994 	31037 	['830']
	39899 	4988 	['271', '483', '484']
	871763 	14370 	['736']
	727510 	4409 	['283']
	787784 	64839 	['830']
	826075 	64345 	['329']
	910108 	29052 	['679']
	1002017 	61644 	['809']
	6845 	1686 	['179', '323']
	1419581 	4600 	['371', '305']
	93102 	9963 	['221']
	18255 	2818 	['562']
	840264 	17762 	['602']
	1043476 	65665 	['736', '737']
	1045450 	65710 	['679']
	1043432 	65776 	['655', '799']
	778438 	13431 	['131']
	1043431 	65502 	['737']
	72162 	7658 	['281']
	778437 	13151 	['679']
	1043438 	65593 	['519']
	59478 	6730 	['283']
	59479 	6731 	['285']
	95052 	61763 	['284']
	108516 	11600 	['331']
	935001 	31548 	['737']
	935007 	31614 	['874']
	749935 	22729 	['382']
	746210 	60888 	['506', '738']
	906473 	28624 	['371']
	7636 	1786 	['371']
	356395 	12604 	['633', '636', '737', '651']
	1042418 	65703 	['873']
	887151 	27765 	['735']
	887150 	25399 	['225', '679']
	34115 	3087 	['563']
	713425 	1562 	['737']
	856465 	19427 	['291', '554', '517']
	728535 	5783 	['473', '421']
	896645 	27933 	['382']
	840489 	24157 	['593']
	356171 	28155 	['602']
	868611 	23697 	['581']
	859735 	25362 	['203']
	861459 	21429 	['161']
	912967 	29466 	['603']
	912960 	29284 	['394']
	816330 	14003 	['621']
	315189 	3835 	['353', '615', '352', '633', '632']
	1111559 	65521 	['737']
	906768 	28642 	['355']
	1044478 	65764 	['138']
	872448 	23767 	['367']
	897723 	28139 	['367']
	912833 	29268 	['555', '596']
	16160 	64275 	['25']
	1010677 	63762 	['482']
	28146 	3872 	['284']
	1014955 	63324 	['737']
	1029744 	109186 	['737']
	856072 	17107 	['283']
	916085 	29710 	['632', '641']
	37525 	4783 	['738']
	1050031 	66386 	['874']
	1496048 	28119 	['679']
	832175 	19438 	['737']
	839470 	15240 	['505']
	807882 	13092 	['581']
	891915 	27847 	['252']
	891919 	25896 	['594']
	1015577 	63194 	['781']
	702430 	17272 	['602']
	862841 	64127 	['596']
	1038223 	65042 	['382']
	1038222 	64850 	['651']
	824008 	19914 	['737']
	64463 	7183 	['382']
	1035815 	64739 	['271']
	918958 	30117 	['679']
	943033 	60984 	['602']
	943032 	31766 	['365']
	943034 	31775 	['679']
	740763 	5166 	['366']
	1055231 	110104 	['508']
	932772 	31517 	['737']
	102588 	11074 	['203']
	1047699 	112033 	['283']
	7383 	1755 	['331', '353']
	939928 	60845 	['603']
	845613 	29591 	['679']
	908937 	30662 	['483']
	707805 	22122 	['602']
	908254 	28787 	['514']
