	cik	gvkey	year	sic_list
	1180262 	14269 	1999 	['512']
	1180262 	14269 	1998 	['512']
	820081 	13839 	1998 	['283']
	891504 	31689 	1999 	['283']
	891504 	31689 	1998 	['283']
	805326 	15446 	1999 	['283']
	805326 	15446 	1998 	['283']
	837759 	15306 	1999 	['131']
	1020871 	63757 	1999 	['782']
	1020871 	63757 	1998 	['782']
	1035884 	65142 	1999 	['335']
	801622 	13025 	1999 	['733']
	801622 	13025 	1998 	['733']
	786947 	11929 	1999 	['283']
	786947 	11929 	1998 	['283']
	1013218 	63430 	1999 	['830']
	1013218 	63430 	1998 	['830']
	75252 	8213 	1999 	['504']
	75252 	8213 	1998 	['504']
	874733 	24378 	1999 	['737']
	874733 	24378 	1998 	['737']
	799233 	12840 	1999 	['421']
	799233 	12840 	1998 	['421']
	821130 	14369 	1999 	['481']
	821130 	14369 	1998 	['481']
	1053811 	14978 	1998 	['291']
	874734 	24198 	1999 	['809']
	874734 	24198 	1998 	['809']
	1164727 	7881 	1999 	['104']
	1164727 	7881 	1998 	['104']
	885725 	25279 	1999 	['384']
	885725 	25279 	1998 	['384']
	948069 	61171 	1999 	['232']
	948069 	61171 	1998 	['232']
	804121 	12913 	1999 	['737']
	804121 	12913 	1998 	['737']
	18568 	2849 	1999 	['602']
	18568 	2849 	1998 	['602']
	798186 	16454 	1999 	['571']
	798186 	16454 	1998 	['571']
	749254 	24792 	1999 	['729']
	749254 	24792 	1998 	['720']
	889930 	64408 	1999 	['357']
	14846 	1949 	1999 	['679']
	14846 	1949 	1998 	['679']
	1067701 	66065 	1999 	['735']
	799166 	16924 	1999 	['603']
	799166 	16924 	1998 	['603']
	799167 	12625 	1999 	['421']
	799167 	12625 	1998 	['421']
	799165 	13174 	1999 	['138']
	799165 	13174 	1998 	['138']
	890926 	25895 	1998 	['635']
	790414 	12122 	1999 	['531']
	790414 	12122 	1998 	['531']
	767673 	60875 	1999 	['283']
	767673 	60875 	1998 	['283']
	945066 	60883 	1999 	['737']
	945066 	60883 	1998 	['737']
	772897 	5791 	1999 	['367']
	772897 	5791 	1998 	['367']
	770949 	9004 	1999 	['302']
	770949 	9004 	1998 	['302']
	1013148 	63339 	1999 	['357']
	1013148 	63339 	1998 	['357']
	1125845 	64902 	1999 	['495']
	37358 	4758 	1999 	['289']
	37358 	4758 	1998 	['289']
	357020 	6532 	1999 	['382']
	357020 	6532 	1998 	['382']
	820242 	14111 	1999 	['394']
	820242 	14111 	1998 	['394']
	90045 	9323 	1999 	['353']
	90045 	9323 	1998 	['353']
	875045 	24468 	1999 	['283']
	875045 	24468 	1998 	['283']
	726990 	31778 	1999 	['602']
	726990 	31778 	1998 	['602']
	906345 	28629 	1999 	['679']
	906345 	28629 	1998 	['679']
	1011255 	63233 	1998 	['737']
	712770 	8148 	1999 	['679']
	712770 	8148 	1998 	['679']
	930236 	61129 	1999 	['679']
	930236 	61129 	1998 	['679']
	920990 	63525 	1999 	['489']
	920990 	63525 	1998 	['489']
	943861 	8387 	1999 	['131']
	943861 	8387 	1998 	['131']
	949536 	61441 	1999 	['483']
	949536 	61441 	1998 	['483']
	7039 	1712 	1999 	['291']
	7039 	1712 	1998 	['291']
	914735 	30355 	1999 	['679']
	914735 	30355 	1998 	['679']
	1140859 	31673 	1999 	['512']
	1140859 	31673 	1998 	['512']
	1035374 	65128 	1999 	['581']
	932697 	60943 	1999 	['603']
	932697 	60943 	1998 	['603']
	886903 	25341 	1999 	['357']
	886903 	25341 	1998 	['357']
	918647 	29918 	1998 	['355']
	1318545 	61112 	1999 	['614']
	1318545 	61112 	1998 	['614']
	718449 	10266 	1999 	['501']
	718449 	10266 	1998 	['553']
	918642 	29904 	1999 	['308']
	918642 	29904 	1998 	['308']
	14195 	2393 	1999 	['351']
	14195 	2393 	1998 	['351']
	72633 	7959 	1999 	['679']
	72633 	7959 	1998 	['679']
	102198 	11035 	1999 	['679']
	102198 	11035 	1998 	['679']
	846469 	15853 	1998 	['701']
	910655 	28947 	1999 	['371']
	910655 	28947 	1998 	['371']
	885638 	25508 	1998 	['603']
	882365 	24971 	1999 	['384']
	882365 	24971 	1998 	['384']
	15486 	2482 	1998 	['228']
	860519 	21374 	1999 	['602']
	860519 	21374 	1998 	['602']
	851478 	16437 	1999 	['384']
	1010788 	62804 	1999 	['365']
	1010788 	62804 	1998 	['365']
	846976 	15443 	1998 	['495']
	28412 	3231 	1999 	['602']
	28412 	3231 	1998 	['602']
	7789 	11842 	1999 	['602']
	7789 	11842 	1998 	['602']
	913614 	31403 	1999 	['283']
	913614 	31403 	1998 	['512']
	18349 	13041 	1999 	['602']
	18349 	13041 	1998 	['602']
	26990 	12730 	1998 	['737']
	913616 	29461 	1999 	['807']
	913616 	29461 	1998 	['807']
	819334 	13828 	1999 	['737']
	819334 	13828 	1998 	['737']
	788134 	19878 	1999 	['602']
	928340 	62618 	1999 	['494']
	928340 	62618 	1998 	['494']
	745394 	6678 	1999 	['287']
	745394 	6678 	1998 	['287']
	920354 	30094 	1999 	['737']
	920354 	30094 	1998 	['737']
	34339 	4553 	1999 	['259']
	34339 	4553 	1998 	['259']
	814463 	28834 	1999 	['509']
	814463 	28834 	1998 	['509']
	887085 	25460 	1998 	['737']
	725460 	6588 	1999 	['384']
	725460 	6588 	1998 	['384']
	883505 	25031 	1999 	['596']
	883505 	25031 	1998 	['596']
	934860 	31672 	1999 	['603']
	934860 	31672 	1998 	['603']
	713002 	4807 	1999 	['356']
	713002 	4807 	1998 	['356']
	1107160 	16957 	1999 	['603']
	1107160 	16957 	1998 	['603']
	316770 	13075 	1999 	['602']
	316770 	13075 	1998 	['602']
	882100 	24881 	1999 	['283']
	882100 	24881 	1998 	['283']
	883984 	25110 	1999 	['384']
	883984 	25110 	1998 	['384']
	882104 	24878 	1999 	['283']
	882104 	24878 	1998 	['283']
	883981 	25334 	1999 	['581']
	883981 	25334 	1998 	['581']
	895021 	27788 	1998 	['737']
	940716 	60881 	1998 	['737']
	913293 	29323 	1999 	['367']
	913293 	29323 	1998 	['367']
	752642 	10917 	1999 	['679']
	752642 	10917 	1998 	['679']
	893160 	63385 	1999 	['283']
	893160 	63385 	1998 	['283']
	4344 	1363 	1999 	['735']
	4344 	1363 	1998 	['735']
	1018952 	64542 	1999 	['283']
	875359 	30789 	1999 	['367']
	875359 	30789 	1998 	['367']
	1042561 	65578 	1999 	['283']
	879993 	24898 	1999 	['283']
	879993 	24898 	1998 	['283']
	819480 	24608 	1998 	['367']
	353569 	7526 	1999 	['283']
	353569 	7526 	1998 	['283']
	1019779 	63559 	1999 	['356']
	1019779 	63559 	1998 	['356']
	918066 	30352 	1999 	['283']
	918066 	30352 	1998 	['283']
	846931 	17076 	1999 	['603']
	846931 	17076 	1998 	['603']
	1015441 	64182 	1999 	['283']
	916396 	29940 	1999 	['603']
	916396 	29940 	1998 	['603']
	934598 	31662 	1998 	['603']
	857737 	20204 	1999 	['314']
	857737 	20204 	1998 	['314']
	703970 	61364 	1999 	['602']
	703970 	61364 	1998 	['602']
	913077 	62990 	1999 	['384']
	913077 	62990 	1998 	['384']
	1051092 	25526 	1999 	['603']
	1051092 	25526 	1998 	['603']
	1059969 	12854 	1999 	['790']
	1059969 	12854 	1998 	['794']
	803058 	13228 	1999 	['870']
	803058 	13228 	1998 	['870']
	1172358 	4045 	1999 	['131']
	1172358 	4045 	1998 	['131']
	55067 	6375 	1999 	['204']
	55067 	6375 	1998 	['204']
	726512 	2616 	1999 	['512']
	726512 	2616 	1998 	['512']
	726514 	4274 	1999 	['369']
	726514 	4274 	1998 	['369']
	726517 	16929 	1999 	['602']
	726517 	16929 	1998 	['602']
	1127777 	63455 	1998 	['603']
	921112 	30354 	1999 	['679']
	921112 	30354 	1998 	['679']
	792977 	12250 	1999 	['283']
	792977 	12250 	1998 	['283']
	921114 	30236 	1999 	['283']
	921114 	30236 	1998 	['283']
	869495 	29675 	1999 	['345']
	869495 	29675 	1998 	['345']
	1057877 	5870 	1999 	['491']
	1057877 	5870 	1998 	['491']
	862668 	25711 	1999 	['384']
	862668 	25711 	1998 	['283']
	896622 	28176 	1998 	['308']
	812075 	13418 	1998 	['581']
	3906 	116004 	1999 	['615']
	747540 	22972 	1998 	['506']
	74046 	8105 	1999 	['329']
	74046 	8105 	1998 	['329']
	110430 	11257 	1999 	['291']
	110430 	11257 	1998 	['291']
	918580 	29964 	1999 	['394']
	918580 	29964 	1998 	['259']
	276720 	8826 	1999 	['495']
	276720 	8826 	1998 	['495']
	746481 	28200 	1999 	['602']
	746481 	28200 	1998 	['602']
	783280 	13510 	1999 	['679']
	783280 	13510 	1998 	['679']
	1006264 	62756 	1999 	['131']
	1006264 	62756 	1998 	['131']
	712752 	9718 	1998 	['355']
	23341 	31479 	1999 	['308']
	23341 	31479 	1998 	['308']
	890662 	25804 	1998 	['473']
	318259 	10827 	1999 	['386']
	318259 	10827 	1998 	['386']
	52969 	6214 	1999 	['317']
	52969 	6214 	1998 	['317']
	84839 	9225 	1999 	['734']
	835664 	14791 	1999 	['679']
	835664 	14791 	1998 	['679']
	1040261 	65236 	1999 	['737']
	708850 	3971 	1999 	['382']
	708850 	3971 	1998 	['382']
	60876 	6839 	1999 	['394']
	60876 	6839 	1998 	['394']
	69834 	7700 	1998 	['602']
	313364 	7277 	1999 	['679']
	313364 	7277 	1998 	['679']
	813672 	13421 	1999 	['737']
	813672 	13421 	1998 	['737']
	915859 	30291 	1998 	['809']
	861838 	61899 	1999 	['283']
	861838 	61899 	1998 	['283']
	56868 	6311 	1999 	['131']
	56868 	6311 	1998 	['131']
	711083 	17047 	1998 	['602']
	19252 	2929 	1998 	['131']
	819939 	14512 	1999 	['384']
	819939 	14512 	1998 	['384']
	1033032 	64867 	1999 	['653']
	43952 	5340 	1999 	['731']
	43952 	5340 	1998 	['731']
	771266 	25166 	1999 	['367']
	771266 	25166 	1998 	['367']
	731647 	11700 	1998 	['737']
	723924 	9305 	1999 	['561']
	723924 	9305 	1998 	['561']
	745732 	9248 	1999 	['565']
	745732 	9248 	1998 	['565']
	806517 	13733 	1999 	['807']
	806517 	13733 	1998 	['807']
	806514 	28483 	1998 	['308']
	1009302 	62437 	1999 	['367']
	1009302 	62437 	1998 	['367']
	818682 	14083 	1999 	['565']
	818682 	14083 	1998 	['565']
	1029299 	64423 	1999 	['737']
	1009304 	62712 	1999 	['737']
	1009304 	62712 	1998 	['737']
	905897 	28735 	1999 	['679']
	905897 	28735 	1998 	['679']
	201513 	3366 	1999 	['737']
	201513 	3366 	1998 	['737']
	1038339 	65048 	1999 	['679']
	1074972 	20028 	1999 	['602']
	1074972 	20028 	1998 	['602']
	878736 	24607 	1999 	['805']
	878736 	24607 	1998 	['805']
	836106 	14623 	1999 	['355']
	836106 	14623 	1998 	['355']
	921503 	30219 	1999 	['399']
	921503 	30219 	1998 	['399']
	874238 	5559 	1998 	['160']
	3499 	1257 	1999 	['679']
	3499 	1257 	1998 	['679']
	909111 	28900 	1999 	['679']
	909111 	28900 	1998 	['679']
	64578 	7208 	1999 	['384']
	64578 	7208 	1998 	['384']
	42682 	5237 	1999 	['356']
	42682 	5237 	1998 	['356']
	1033012 	64699 	1999 	['603']
	877902 	62170 	1999 	['283']
	877902 	62170 	1998 	['283']
	766421 	1230 	1999 	['451']
	766421 	1230 	1998 	['451']
	2098 	1104 	1999 	['342']
	2098 	1104 	1998 	['342']
	1030484 	65474 	1999 	['737']
	107681 	11535 	1999 	['541']
	107681 	11535 	1998 	['541']
	804561 	28135 	1999 	['602']
	804561 	28135 	1998 	['602']
	1013467 	63252 	1999 	['736']
	1013467 	63252 	1998 	['736']
	105744 	11372 	1999 	['836']
	105744 	11372 	1998 	['836']
	85462 	24382 	1999 	['363']
	85462 	24382 	1998 	['363']
	1013934 	63338 	1999 	['822']
	1013934 	63338 	1998 	['822']
	855612 	16531 	1999 	['737']
	855612 	16531 	1998 	['999']
	873603 	24029 	1999 	['369']
	873603 	24029 	1998 	['369']
	105189 	11328 	1998 	['153']
	1011738 	62962 	1998 	['252']
	929900 	60906 	1999 	['384']
	929900 	60906 	1998 	['384']
	820097 	14417 	1999 	['367']
	820097 	14417 	1998 	['367']
	1020579 	65242 	1999 	['737']
	944480 	61077 	1999 	['737']
	944480 	61077 	1998 	['737']
	877834 	25635 	1998 	['603']
	1032346 	64420 	1999 	['737']
	25212 	3556 	1999 	['273']
	25212 	3556 	1998 	['273']
	49196 	5786 	1999 	['602']
	49196 	5786 	1998 	['602']
	878828 	24610 	1999 	['382']
	878828 	24610 	1998 	['382']
	357301 	17245 	1999 	['602']
	357301 	17245 	1998 	['602']
	916529 	29762 	1999 	['369']
	916529 	29762 	1998 	['369']
	911359 	29098 	1999 	['131']
	911359 	29098 	1998 	['131']
	1041333 	62285 	1999 	['737']
	1041333 	62285 	1998 	['737']
	1017259 	63676 	1999 	['384']
	1017259 	63676 	1998 	['384']
	889237 	25748 	1998 	['357']
	109747 	19390 	1999 	['631']
	109747 	19390 	1998 	['631']
	895688 	27996 	1999 	['602']
	895688 	27996 	1998 	['602']
	810689 	16679 	1999 	['602']
	810689 	16679 	1998 	['602']
	942650 	62446 	1998 	['737']
	200138 	16769 	1999 	['602']
	200138 	16769 	1998 	['602']
	1035744 	65700 	1999 	['679']
	49996 	5905 	1999 	['333']
	914435 	28851 	1999 	['736']
	914435 	28851 	1998 	['736']
	1397867 	28248 	1998 	['452']
	104834 	11297 	1998 	['153']
	48465 	5709 	1999 	['201']
	48465 	5709 	1998 	['201']
	105418 	11343 	1999 	['541']
	105418 	11343 	1998 	['541']
	854560 	19428 	1999 	['602']
	854560 	19428 	1998 	['602']
	1035983 	64997 	1999 	['171']
	926763 	30584 	1999 	['353']
	926763 	30584 	1998 	['353']
	833081 	14908 	1999 	['138']
	833081 	14908 	1998 	['138']
	927362 	30781 	1998 	['355']
	203596 	17151 	1999 	['602']
	203596 	17151 	1998 	['602']
	760498 	28022 	1999 	['602']
	760498 	28022 	1998 	['602']
	854093 	29459 	1999 	['384']
	854093 	29459 	1998 	['384']
	864009 	22837 	1999 	['384']
	864009 	22837 	1998 	['384']
	854098 	16837 	1999 	['602']
	854098 	16837 	1998 	['602']
	854099 	17232 	1999 	['384']
	854099 	17232 	1998 	['384']
	810332 	13241 	1999 	['451']
	810332 	13241 	1998 	['451']
	929037 	30832 	1999 	['371']
	929037 	30832 	1998 	['371']
	865846 	23088 	1999 	['384']
	865846 	23088 	1998 	['384']
	930803 	31748 	1999 	['357']
	930803 	31748 	1998 	['357']
	893577 	27792 	1999 	['679']
	893577 	27792 	1998 	['679']
	275866 	8257 	1999 	['289']
	275866 	8257 	1998 	['289']
	943892 	60797 	1999 	['737']
	943892 	60797 	1998 	['737']
	1096019 	31625 	1999 	['131']
	1096019 	31625 	1998 	['131']
	743367 	31895 	1999 	['602']
	702902 	16956 	1999 	['602']
	702902 	16956 	1998 	['602']
	943895 	60928 	1999 	['737']
	943895 	60928 	1998 	['737']
	943894 	31854 	1999 	['357']
	943894 	31854 	1998 	['357']
	787849 	60823 	1999 	['602']
	787849 	60823 	1998 	['602']
	108079 	11564 	1999 	['521']
	108079 	11564 	1998 	['521']
	929994 	31037 	1998 	['830']
	70412 	7758 	1998 	['596']
	1022701 	64041 	1999 	['737']
	1022701 	64041 	1998 	['737']
	779334 	12516 	1999 	['331']
	779334 	12516 	1998 	['331']
	316028 	14368 	1999 	['621']
	316028 	14368 	1998 	['621']
	831979 	28315 	1999 	['602']
	831979 	28315 	1998 	['602']
	882095 	24856 	1999 	['283']
	882095 	24856 	1998 	['283']
	930203 	31289 	1999 	['603']
	930203 	31289 	1998 	['603']
	925528 	30899 	1999 	['495']
	925528 	30899 	1998 	['495']
	944809 	61490 	1999 	['283']
	944809 	61490 	1998 	['283']
	949298 	61404 	1999 	['752']
	949298 	61404 	1998 	['752']
	949297 	61407 	1999 	['738']
	949297 	61407 	1998 	['738']
	914724 	29693 	1999 	['679']
	914724 	29693 	1998 	['679']
	312037 	14647 	1999 	['131']
	312037 	14647 	1998 	['131']
	798081 	12597 	1999 	['384']
	798081 	12597 	1998 	['384']
	1035181 	65034 	1999 	['384']
	203200 	24100 	1999 	['365']
	203200 	24100 	1998 	['365']
	868512 	30152 	1999 	['271']
	868512 	30152 	1998 	['271']
	818033 	13786 	1999 	['282']
	818033 	13786 	1998 	['282']
	746515 	4494 	1999 	['473']
	746515 	4494 	1998 	['473']
	746514 	14639 	1999 	['651']
	746514 	14639 	1998 	['651']
	704328 	23776 	1999 	['384']
	704328 	23776 	1998 	['384']
	920691 	30265 	1999 	['737']
	920691 	30265 	1998 	['737']
	798955 	62590 	1999 	['571']
	876427 	24350 	1999 	['750']
	876427 	24350 	1998 	['753']
	895417 	27875 	1999 	['679']
	895417 	27875 	1998 	['679']
	916836 	29929 	1999 	['679']
	916836 	29929 	1998 	['679']
	911626 	29021 	1999 	['573']
	911626 	29021 	1998 	['573']
	910406 	29609 	1999 	['200']
	910406 	29609 	1998 	['200']
	847322 	17761 	1999 	['679']
	847322 	17761 	1998 	['679']
	793961 	12365 	1999 	['737']
	793961 	12365 	1998 	['737']
	319687 	10484 	1999 	['451']
	319687 	10484 	1998 	['451']
	847325 	22791 	1998 	['603']
	351145 	6036 	1999 	['737']
	351145 	6036 	1998 	['737']
	1141688 	29946 	1999 	['602']
	1141688 	29946 	1998 	['602']
	940659 	64497 	1999 	['384']
	918386 	29791 	1999 	['367']
	918386 	29791 	1998 	['367']
	910394 	28944 	1999 	['331']
	910394 	28944 	1998 	['331']
	3000 	1213 	1999 	['451']
	3000 	1213 	1998 	['451']
	1405495 	6100 	1999 	['679']
	1405495 	6100 	1998 	['679']
	925524 	64283 	1999 	['737']
	1042598 	65245 	1999 	['359']
	1035185 	64994 	1999 	['874']
	814856 	14425 	1999 	['655']
	814856 	14425 	1998 	['655']
	1046112 	65923 	1999 	['394']
	927417 	62836 	1999 	['229']
	927417 	62836 	1998 	['229']
	26987 	3756 	1999 	['367']
	26987 	3756 	1998 	['367']
	729986 	17248 	1999 	['602']
	729986 	17248 	1998 	['602']
	1012394 	63100 	1999 	['384']
	1012394 	63100 	1998 	['384']
	216430 	6756 	1999 	['308']
	216430 	6756 	1998 	['308']
	814457 	14883 	1999 	['308']
	814457 	14883 	1998 	['308']
	68270 	7566 	1999 	['581']
	68270 	7566 	1998 	['581']
	1012393 	63102 	1999 	['501']
	1046311 	65615 	1999 	['679']
	811640 	13286 	1999 	['737']
	811640 	13286 	1998 	['737']
	818813 	63895 	1999 	['737']
	818813 	63895 	1998 	['737']
	922251 	30593 	1999 	['394']
	922251 	30593 	1998 	['394']
	40461 	5032 	1999 	['357']
	40461 	5032 	1998 	['357']
	789388 	12144 	1999 	['737']
	789388 	12144 	1998 	['737']
	782126 	14640 	1999 	['394']
	782126 	14640 	1998 	['394']
	812446 	13339 	1999 	['562']
	72207 	7912 	1999 	['131']
	72207 	7912 	1998 	['131']
	72205 	7911 	1999 	['245']
	72205 	7911 	1998 	['245']
	882484 	65217 	1999 	['385']
	874865 	24220 	1998 	['283']
	721765 	6522 	1999 	['679']
	721765 	6522 	1998 	['679']
	779152 	11811 	1999 	['737']
	779152 	11811 	1998 	['737']
	1011174 	2025 	1999 	['679']
	1011174 	2025 	1998 	['679']
	1018946 	63971 	1999 	['723']
	1018946 	63971 	1998 	['723']
	1261734 	61980 	1999 	['283']
	1261734 	61980 	1998 	['283']
	73822 	8084 	1999 	['508']
	73822 	8084 	1998 	['508']
	721161 	17179 	1998 	['602']
	700863 	17233 	1999 	['602']
	700863 	17233 	1998 	['602']
	789092 	61982 	1998 	['808']
	867374 	25774 	1999 	['357']
	867374 	25774 	1998 	['357']
	216540 	7215 	1998 	['737']
	1046203 	31703 	1999 	['602']
	29644 	4036 	1999 	['356']
	29644 	4036 	1998 	['356']
	1039184 	65148 	1999 	['421']
	869004 	23752 	1999 	['603']
	869004 	23752 	1998 	['603']
	1084408 	29356 	1999 	['737']
	1084408 	29356 	1998 	['737']
	72331 	7921 	1999 	['356']
	72331 	7921 	1998 	['356']
	946090 	64194 	1999 	['602']
	946090 	64194 	1998 	['602']
	22356 	3238 	1999 	['602']
	22356 	3238 	1998 	['602']
	886035 	25405 	1999 	['335']
	921746 	17128 	1999 	['603']
	921746 	17128 	1998 	['603']
	921082 	30298 	1999 	['679']
	921082 	30298 	1998 	['679']
	918653 	29916 	1999 	['331']
	918653 	29916 	1998 	['331']
	855574 	16637 	1999 	['603']
	855574 	16637 	1998 	['603']
	729365 	23276 	1998 	['679']
	825542 	20185 	1999 	['287']
	825542 	20185 	1998 	['287']
	355431 	5977 	1999 	['179']
	355431 	5977 	1998 	['179']
	907242 	28704 	1999 	['799']
	907242 	28704 	1998 	['799']
	1012128 	63052 	1999 	['322']
	1012128 	63052 	1998 	['322']
	1007456 	5074 	1999 	['737']
	1007456 	5074 	1998 	['737']
	702165 	7923 	1999 	['401']
	702165 	7923 	1998 	['401']
	1443062 	61047 	1999 	['495']
	1443062 	61047 	1998 	['495']
	789670 	16843 	1999 	['602']
	789670 	16843 	1998 	['602']
	904535 	28697 	1998 	['573']
	92380 	9882 	1999 	['451']
	92380 	9882 	1998 	['451']
	896878 	27928 	1999 	['737']
	896878 	27928 	1998 	['737']
	1043325 	65621 	1999 	['611']
	1011006 	62634 	1999 	['737']
	1011006 	62634 	1998 	['737']
	921825 	30384 	1999 	['679']
	921825 	30384 	1998 	['679']
	946360 	61093 	1998 	['357']
	47111 	5597 	1999 	['206']
	47111 	5597 	1998 	['206']
	944739 	60846 	1999 	['367']
	944739 	60846 	1998 	['367']
	765414 	25098 	1999 	['366']
	765414 	25098 	1998 	['366']
	737203 	9245 	1998 	['284']
	27116 	3796 	1999 	['366']
	27116 	3796 	1998 	['366']
	792360 	16948 	1999 	['602']
	792360 	16948 	1998 	['602']
	795403 	12445 	1999 	['349']
	795403 	12445 	1998 	['349']
	913665 	29397 	1999 	['489']
	913665 	29397 	1998 	['489']
	717059 	17780 	1999 	['602']
	717059 	17780 	1998 	['602']
	703361 	6003 	1999 	['367']
	703361 	6003 	1998 	['367']
	703360 	6529 	1998 	['367']
	912393 	29233 	1999 	['679']
	912393 	29233 	1998 	['679']
	858629 	64807 	1999 	['641']
	96287 	10331 	1999 	['571']
	96287 	10331 	1998 	['571']
	96289 	10332 	1999 	['573']
	96289 	10332 	1998 	['573']
	915840 	29755 	1999 	['153']
	915840 	29755 	1998 	['153']
	1041858 	65448 	1999 	['484']
	64782 	7238 	1999 	['602']
	64782 	7238 	1998 	['602']
	741390 	30685 	1999 	['602']
	741390 	30685 	1998 	['602']
	1009871 	62705 	1998 	['384']
	766704 	5543 	1999 	['679']
	766704 	5543 	1998 	['679']
	817946 	13866 	1999 	['594']
	817946 	13866 	1998 	['594']
	949870 	61581 	1999 	['208']
	949870 	61581 	1998 	['208']
	766701 	13142 	1999 	['679']
	766701 	13142 	1998 	['679']
	756365 	22823 	1999 	['737']
	756365 	22823 	1998 	['737']
	828916 	11340 	1999 	['679']
	828916 	11340 	1998 	['679']
	1040454 	65251 	1999 	['679']
	835011 	14891 	1999 	['204']
	835011 	14891 	1998 	['204']
	1029443 	64526 	1999 	['204']
	817161 	15315 	1999 	['384']
	817161 	15315 	1998 	['384']
	1011024 	63258 	1999 	['603']
	1011024 	63258 	1998 	['603']
	55698 	6431 	1999 	['308']
	55698 	6431 	1998 	['308']
	315213 	2312 	1999 	['736']
	315213 	2312 	1998 	['736']
	1005409 	63135 	1999 	['603']
	1005409 	63135 	1998 	['603']
	811437 	61114 	1999 	['679']
	811437 	61114 	1998 	['679']
	74783 	8173 	1999 	['633']
	74783 	8173 	1998 	['633']
	787690 	65177 	1999 	['599']
	830141 	14380 	1998 	['281']
	761198 	13439 	1999 	['347']
	761198 	13439 	1998 	['347']
	943736 	60796 	1999 	['384']
	943736 	60796 	1998 	['384']
	93542 	10013 	1999 	['519']
	1013696 	63195 	1999 	['308']
	1013696 	63195 	1998 	['308']
	1032975 	102696 	1999 	['357']
	46080 	5518 	1999 	['394']
	46080 	5518 	1998 	['394']
	877931 	24489 	1999 	['737']
	877931 	24489 	1998 	['737']
	844789 	19807 	1998 	['593']
	824410 	62654 	1999 	['602']
	824410 	62654 	1998 	['602']
	824142 	21542 	1999 	['358']
	824142 	21542 	1998 	['358']
	1021723 	63881 	1998 	['581']
	713975 	19420 	1999 	['602']
	713975 	19420 	1998 	['602']
	934795 	31763 	1999 	['233']
	934795 	31763 	1998 	['233']
	778946 	11877 	1999 	['655']
	778946 	11877 	1998 	['655']
	929545 	31095 	1999 	['679']
	929545 	31095 	1998 	['679']
	792861 	13758 	1999 	['737']
	792861 	13758 	1998 	['609']
	3642 	16630 	1999 	['633']
	3642 	16630 	1998 	['633']
	716459 	16675 	1998 	['602']
	1026744 	64638 	1999 	['357']
	743136 	17144 	1998 	['603']
	929547 	31761 	1999 	['283']
	929547 	31761 	1998 	['283']
	787075 	16836 	1999 	['602']
	787075 	16836 	1998 	['602']
	722056 	11135 	1999 	['737']
	722056 	11135 	1998 	['737']
	741556 	10382 	1999 	['361']
	741556 	10382 	1998 	['361']
	880643 	24781 	1999 	['283']
	880643 	24781 	1998 	['283']
	899426 	63374 	1999 	['283']
	899426 	63374 	1998 	['283']
	797871 	17640 	1999 	['602']
	797871 	17640 	1998 	['602']
	773547 	4292 	1998 	['366']
	894738 	31381 	1999 	['737']
	894738 	31381 	1998 	['737']
	854152 	21507 	1999 	['737']
	854152 	21507 	1998 	['737']
	885694 	25465 	1999 	['602']
	885694 	25465 	1998 	['602']
	352998 	5888 	1999 	['283']
	352998 	5888 	1998 	['283']
	720013 	3673 	1999 	['384']
	720013 	3673 	1998 	['384']
	820067 	31136 	1999 	['602']
	820067 	31136 	1998 	['602']
	52795 	6196 	1999 	['506']
	52795 	6196 	1998 	['506']
	1005201 	65944 	1999 	['283']
	1002520 	62046 	1999 	['737']
	1002520 	62046 	1998 	['484']
	723639 	1866 	1999 	['367']
	723639 	1866 	1998 	['367']
	839950 	22946 	1999 	['131']
	839950 	22946 	1998 	['131']
	854395 	16824 	1999 	['603']
	854395 	16824 	1998 	['603']
	854398 	28775 	1999 	['357']
	854398 	28775 	1998 	['357']
	817785 	21659 	1999 	['283']
	817785 	21659 	1998 	['283']
	885741 	61433 	1999 	['283']
	885741 	61433 	1998 	['283']
	856223 	21159 	1999 	['602']
	856223 	21159 	1998 	['602']
	739878 	9289 	1999 	['394']
	739878 	9289 	1998 	['394']
	909109 	28858 	1999 	['633']
	909109 	28858 	1998 	['633']
	852004 	16439 	1998 	['871']
	70318 	7750 	1999 	['806']
	70318 	7750 	1998 	['806']
	1003233 	63891 	1999 	['603']
	1003233 	63891 	1998 	['603']
	798168 	12634 	1999 	['736']
	798168 	12634 	1998 	['736']
	914156 	29449 	1999 	['308']
	914156 	29449 	1998 	['308']
	902281 	28502 	1999 	['355']
	902281 	28502 	1998 	['355']
	837166 	27969 	1999 	['737']
	837166 	27969 	1998 	['357']
	1002638 	61870 	1999 	['737']
	1002638 	61870 	1998 	['737']
	84290 	9173 	1999 	['344']
	84290 	9173 	1998 	['344']
	357001 	10734 	1999 	['384']
	879169 	29127 	1999 	['737']
	879169 	29127 	1998 	['737']
	883741 	29374 	1999 	['737']
	883741 	29374 	1998 	['737']
	910522 	29528 	1999 	['603']
	910522 	29528 	1998 	['603']
	352510 	15202 	1999 	['602']
	352510 	15202 	1998 	['602']
	703559 	5417 	1999 	['602']
	703559 	5417 	1998 	['602']
	106040 	11399 	1999 	['357']
	106040 	11399 	1998 	['357']
	742550 	13443 	1999 	['366']
	742550 	13443 	1998 	['366']
	891523 	26077 	1999 	['602']
	891523 	26077 	1998 	['602']
	350846 	4156 	1999 	['371']
